oid,name,surname,birthyear,birthplace,position,team,city,stadium,season,manager
5472,Joxan Barb,Eisenstadt,1977,Conakry,Forward,Grasshopper Club Zurich,Moscow,Gerhard Hanappi Stadium,2015,Olavi Gurd
5473,Elham Roy,Kupper,1997,Toledo,Midfield,FC Bayern Munich,Seattle,San Siro Stadium,2015,Atsufumi Comparetto
5474,Antonius Ard,Rikino,1975-*,Prague,Defender,Toronto FC,Stuttgart,Camp Nou,2014,Kazuhiko Claybrook
5475,Theordore Zhaoqian,Devroye,1991,Lexington,Defender,FC Spartak Moscow,Istanbul,Jan Breydel Stadium,2012,Olavi Gurd
5476,Rastislav Stevo,Bellosta,1976,Cozumel,Forward,Clube de Regatas do Flamengo,Rio de Janeiro,Stadio Olimpico,2011,Xiaolei Ronchette
5477,Luitpold Avra,Guyton,1981,Des,Midfield,Forest Green Rovers F.C.,Solna,Allianz Arena Olympic Stadium Munich,2012,Srikanth Chimia
5478,Klaus Nicu,Strevell,1979,Roanoke,Forward,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Vagan Smallwood
5479,Elie Mart,Otillio,1982,Zihuatenejo,Defender,FC Bayern Munich,Seattle,San Siro Stadium,2015,Atsufumi Comparetto
5480,Curd Jussi,Shindo,1998,Seattle,Forward,S.C. Braga,Gelsenkirchen,Sporting Park,2011,Anupam Oxenboll
5481,Graham Kukhamay,McCain,1989,Barcelona,Midfield,S.C. Braga,Gelsenkirchen,Sporting Park,2011,Anupam Oxenboll
5482,Guardian Yongjoon,Pierro,1994,Chattanooga,Midfield,Aik Solna,Mexico City,Vicente Calderon Stadium,2010,Shigetomo Abbas
5483,Odysseas Iara,Batz,1980,Athens,Midfield,A.C. Perugia Calcio,Solna,Donbass Arena,2013,Atsufumi Comparetto
5484,Hideaki Sava,Burtschick,1988,Guatemala,Defender,The New Saints F.C.,Arlington,Parc des Princes,2014,Robbert Flach
5485,Laird Capers,Aigrain,1990,Vail,Defender,S.C. Braga,Gelsenkirchen,Sporting Park,2013,Vagan Smallwood
5486,Mahmut Vyjayanti,Dedood,1984,Mobile,Goalkeeper,Valencia CF,Munich,Stadio Olimpico,2011,Veit Luks
5487,Mahmut Vyjayanti,Dedood,1984,Mobile,Goalkeeper,Valencia CF,Munich,Stadio Olimpico,2011,Veit Luks
5488,Mehryar Judi,Favre,1995,Amarillo,Midfield,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Vagan Smallwood
5489,Setsuo Gay,Preas,1980,South,Goalkeeper,West Ham United F.C.,Solna,Balaidos,2011,Jiangling Micheaux
5490,Yannick Ronald,Schwartzel,1977,Beaumont,Forward,Aalborg Boldspilklub,London,Anfield,2014,Rosangela Ketz
5491,Boyan Witold,Symes,1986,Vail,Midfield,Clube de Regatas do Flamengo,Rio de Janeiro,Stadio Olimpico,2013,Jeremy Cantu
5492,Yookun Apostol,Benn,1984,Los,Midfield,Aalborg Boldspilklub,London,Anfield,2014,Rosangela Ketz
5493,Yooichi Hemant,Valette,1976,Amarillo,Forward,Montpellier HSC,Recife,Stade Velodrome,2013,Bernando Jesus
5494,Caryl Moninder,Obermaier,1984,Warsaw,Forward,Royal Antwerp F.C.,London,Santiago Bernabeu Stadium,2011,Rashi Papadourakis
5495,Martii Mischa,Matyska,1978,Pasco,Midfield,S.C. Braga,Gelsenkirchen,Sporting Park,2014,Bernando Jesus
5496,Dallas Chongkye,Timkovsky,1988,Panama,Forward,Juventus,Salvador,BMO Field,2012,IlYoung Giese
5497,Matthey Toshihisa,Bowhill,1983,Colorado,Defender,New York Red Bulls,Brasilia,San Siro Stadium,2011,Atsuyuki Jayaprakash
5498,Guardian Yongjoon,Pierro,1994,Chattanooga,Forward,P.a.o.k Fc,Brasilia,King Power Stadium,2012,Xiaomin Saoudi
5499,Hongbing Kevin,Nozaka,1977,Berlin,Defender,S.C. Braga,Gelsenkirchen,Sporting Park,2013,Shyamala Gibbs
5500,Yuka Prakash,Hopewell,1991,Tallahassee,Forward,Boavista F.C.,Hamburg,Estadio da Luz,2015,Duckyoung Padhye
5501,Silvio Rogelio,Keskin,1988,Pasco,Defender,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Vagan Smallwood
5502,Jim Jaak,Tchernykh,1990,Toulouse,Midfield,Juventus,Salvador,BMO Field,2012,IlYoung Giese
5503,Guisseppi Abdelmadjid,Newstead,1994,Istanbul,Midfield,Boavista F.C.,Naples,Veltins-Arena,2015,Duckyoung Padhye
5504,Lode Anamaria,Ruocco,1980,Fresno,Midfield,A.C. Perugia Calcio,Solna,Donbass Arena,2013,Atsufumi Comparetto
5505,Osmar Norton,Gove,1975,Paris,Midfield,Aik Solna,Mexico City,Vicente Calderon Stadium,2010,Shigetomo Abbas
5506,Chitresh Harlan,Babb,1991,Copenhagen,Midfield,Forest Green Rovers F.C.,Solna,Allianz Arena Olympic Stadium Munich,2012,Srikanth Chimia
5507,Yoshitomi Thoshiaki,Vafaie,1987,Tampa,Forward,Valencia CF,London,Santiago Bernabeu Stadium,2011,Vagan Smallwood
5508,Boijdar Michal,Yntema,1982,Beaumont,Midfield,Clube de Regatas do Flamengo,Rio de Janeiro,Stadio Olimpico,2013,Jeremy Cantu
5509,Mazin Emeka,Milicia,1989,New,Midfield,West Ham United F.C.,Solna,Balaidos,2011,Jiangling Micheaux
5510,Yadran Mechthild,Rayne,1983,South,Forward,FC Anzhi Makhachkala,Tokyo,BMO Field,2013,Robert Lally
5511,Shunge Wop,Latch,1982,Guatemala,Midfield,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Vagan Smallwood
5512,Martii Mischa,Matyska,1978,Pasco,Goalkeeper,P.a.o.k Fc,Brasilia,King Power Stadium,2012,Xiaomin Saoudi
5513,Hing Seichi,Kehrer,1990,Conakry,Defender,FC Spartak Moscow,Istanbul,Jan Breydel Stadium,2012,Olavi Gurd
5514,Anke Ute,Weener,1995,Kiev,Defender,Clube de Regatas do Flamengo,Rio de Janeiro,Stadio Olimpico,2013,Jeremy Cantu
5515,Gesine Tilmann,Cagman,1996,Corpus,Midfield,Wolverhampton Wanderers Football Club,Glasgow,Emirates Stadium,2013,Sigenobu Bodagala
5516,Brad Zhaofang,Dighe,1977,Frankfurt,Defender,A.C. Perugia Calcio,Solna,Donbass Arena,2013,Atsufumi Comparetto
5517,Takenobu Leighton,Derby,1989,Savannah,Defender,Juventus,Salvador,BMO Field,2015,Sigenobu Bodagala
5518,Hongsing Marla,Kubicka,1993,Barcelona,Midfield,FC Kaiserslautern,Munich,Stadio Olimpico,2012,Atsufumi Comparetto
5519,Athushi Belli,Gull,1977,Key,Defender,S.C. Braga,Gelsenkirchen,Sporting Park,2014,Bernando Jesus
5520,Yadran Mechthild,Rayne,1983,South,Forward,FC Anzhi Makhachkala,Tokyo,BMO Field,2013,Robert Lally
5521,Jim Jaak,Tchernykh,1990,Toulouse,Midfield,Juventus,Salvador,BMO Field,2012,IlYoung Giese
5522,Joe Myung,Coppola,1975,Ciudad,Midfield,Forest Green Rovers F.C.,Solna,Allianz Arena Olympic Stadium Munich,2014,Bon Kruiskamp
5523,Hayo Laks,Hooghiemstra,1986,Memphis,Goalkeeper,A.C. Perugia Calcio,Solna,Donbass Arena,2014,Nabih Rios
5524,Dagmar Marilde,Shackel,1985,Memphis,Goalkeeper,Royal Antwerp F.C.,London,Santiago Bernabeu Stadium,2011,Rashi Papadourakis
5525,Elie Mart,Otillio,1982,Zihuatenejo,Midfield,Sport Club Internacional,Montreal,King Power Stadium,2011,Berardo Gerber
5526,Zoubida Roch,Capps,1989,Toulouse,Goalkeeper,Delfino Pescara 1936,Orlando,King Power Stadium,2012,Robbert Flach
5527,Abdalla Susannne,Hoare,1982,Gulfport,Midfield,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Veit Luks
5528,Farshid Zubin,Seppanen,1983,Washington,Defender,Juventus,Salvador,BMO Field,2015,Sigenobu Bodagala
5529,Masahisa Prabhav,Blaschek,1980,Indianapolis,Midfield,FC Spartak Moscow,Rio de Janeiro,Stadio Olimpico,2012,Olavi Gurd
5530,Alison Pierdaniele,Knauff,1992,Mobile,Defender,FC Spartak Moscow,Istanbul,Jan Breydel Stadium,2011,Yki Villano
5531,Chase Jed,Pascual,1984,Caracas,Midfield,Wolverhampton Wanderers Football Club,Dortmund,Stadio San Paolo,2013,Sigenobu Bodagala
5532,Osmar Norton,Gove,1975,Paris,Defender,Wolverhampton Wanderers Football Club,Glasgow,Emirates Stadium,2013,Sigenobu Bodagala
5533,Hunter YaLing,Gubitoso,1982,Amsterdam,Defender,West Ham United F.C.,Solna,Balaidos,2011,Jiangling Micheaux
5534,Krishnaprasad Hiu,Llewellyn,1984,Nassau,Midfield,ACF Fiorentina,Hamburg,Estadio da Luz,2012,Atsuyuki Jayaprakash
5535,Andres Yahya,Wolin,1980,Istanbul,Goalkeeper,A.C. Perugia Calcio,Solna,Donbass Arena,2014,Nabih Rios
5536,Laird Capers,Aigrain,1990,Vail,Defender,P.a.o.k Fc,Tokyo,BMO Field,2012,Xiaomin Saoudi
5537,Klaus Nicu,Strevell,1979,Roanoke,Forward,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Vagan Smallwood
5538,Anke Ute,Weener,1995,Kiev,Defender,Clube de Regatas do Flamengo,Rio de Janeiro,Stadio Olimpico,2013,Jeremy Cantu
5539,Surapol Yechezkel,Noltemeier,1984,Reno,Midfield,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Vagan Smallwood
5540,Yuiko Adele,Gnutzmann,1993,Beaumont,Forward,ACF Fiorentina,Hamburg,King Power Stadium,2013,Suranjan Sakurai
5541,Jacob Efthimis,Guoxing,1986,Appleton,Forward,A.C. Perugia Calcio,Solna,Donbass Arena,2014,Nabih Rios
5542,Geraud Pat,Sherratt,1976,Wilkes,Midfield,Boavista F.C.,Naples,Veltins-Arena,2014,Torsten Fedou
5543,Lorrin Kazuki,Gabalda,1991,Veracruz,Midfield,Delfino Pescara 1936,Orlando,King Power Stadium,2012,Robbert Flach
5544,Hunter YaLing,Gubitoso,1982,Amsterdam,Defender,West Ham United F.C.,Solna,Balaidos,2011,Jiangling Micheaux
5545,Lundy Bharathi,Remp,1979,Elko,Forward,West Ham United F.C.,Solna,Balaidos,2011,Jiangling Micheaux
5546,Kristian Britta,Vieri,1978,Prague,Defender,ACF Fiorentina,Hamburg,King Power Stadium,2014,Aiqun Levergood
5547,Myla Nikolaus,Goni,1995,Budapest,Midfield,Valencia CF,Munich,Stadio Olimpico,2011,Veit Luks
5548,Basem Noemie,Ashish,1997,Windhoek,Midfield,ACF Fiorentina,Hamburg,Estadio da Luz,2012,Atsuyuki Jayaprakash
5549,Chase Jed,Pascual,1984,Caracas,Midfield,Wolverhampton Wanderers Football Club,Dortmund,Stadio San Paolo,2013,Sigenobu Bodagala
5550,Otthein Naftaly,Hogan,1976,Salvador,Midfield,FC Dinamo Bucuresti,Hamburg,Amsterdam Arena,2013,Mattan Edelhoff
5551,Judy Brant,Prenel,1978,Worcester,Goalkeeper,VfL Wolfsburg,Solna,Allianz Arena Olympic Stadium Munich,2011,Atsufumi Comparetto
5552,Petko Maogang,Usha,1986,Nice,Defender,FC Kaiserslautern,Munich,Stadio Olimpico,2012,Atsufumi Comparetto
5553,Zicheng Yike,Clark,1983,Missoula,Goalkeeper,FC Kaiserslautern,Munich,Stadio Olimpico,2012,Atsufumi Comparetto
5554,Masahisa Prabhav,Blaschek,1980,Indianapolis,Midfield,FC Nordsjelland,Moscow,Estadio da Luz,2011,Cees Gunal
5555,Sarangan Sreerama,Borgelt,1994,Baltimore,Midfield,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Veit Luks
5556,Vassilios Rildo,Cippico,1997,Green,Forward,A.C. Perugia Calcio,Solna,Donbass Arena,2013,Atsufumi Comparetto
5557,Toshiro Ryouichi,Nekvinda,1976,Great,Midfield,FC Midtjylland,Houston,Stade Louis II,2011,Mattan Edelhoff
5558,Attila Adelheit,Ebbinghaus,1983,Manchester,Forward,The New Saints F.C.,London,Santiago Bernabeu Stadium,2012,Mayan Tautenhahn
5559,Abhaya Win,Senator,1978,El,Defender,Forest Green Rovers F.C.,Solna,Allianz Arena Olympic Stadium Munich,2014,Bon Kruiskamp
5560,Osmar Norton,Gove,1975,Paris,Defender,Clube de Regatas do Flamengo,Rio de Janeiro,Stadio Olimpico,2011,Xiaolei Ronchette
5561,Cherri Toshiaki,Musselman,1984,Valdosta,Midfield,ACF Fiorentina,Hamburg,King Power Stadium,2014,Aiqun Levergood
5562,Catuscia Ivo,Miles,1984,Guaymas,Defender,The New Saints F.C.,Arlington,Parc des Princes,2012,Mayan Tautenhahn
5563,Petko Maogang,Usha,1986,Nice,Defender,P.a.o.k Fc,Brasilia,King Power Stadium,2012,Sreenivas Wohr
5564,Chitresh Harlan,Babb,1991,Copenhagen,Defender,Valencia CF,Munich,Stadio Olimpico,2011,Veit Luks
5565,Sahin Owen,Palomar,1984,Monroe,Goalkeeper,Boavista F.C.,Naples,Veltins-Arena,2014,Torsten Fedou
5566,Nili Reese,Kopanas,1975,Augusta,Goalkeeper,FC Anzhi Makhachkala,Tokyo,BMO Field,2013,Robert Lally
5567,Heiner Farahangiz,Weatherhead,1979,Louisville,Midfield,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Veit Luks
5568,Saydean Eiichi,Alpuente,1983,Asheville,Forward,P.a.o.k Fc,Brasilia,King Power Stadium,2012,Sreenivas Wohr
5569,Gongzhu Youngmok,Kubicar,1979,Warsaw,Midfield,Delfino Pescara 1936,Orlando,King Power Stadium,2012,Robbert Flach
5570,Catherina Loan,Kolvik,1980,Killeen,Defender,Forest Green Rovers F.C.,Solna,Allianz Arena Olympic Stadium Munich,2012,Srikanth Chimia
5571,Yasusi Seongyeol,Clemm,1997,Des,Defender,VfL Wolfsburg,Solna,Allianz Arena Olympic Stadium Munich,2011,Atsufumi Comparetto
5572,Boyan Witold,Symes,1986,Vail,Midfield,Clube de Regatas do Flamengo,Rio de Janeiro,Stadio Olimpico,2013,Jeremy Cantu
5573,Ernest Chiemi,Broch,1989,Birmingham,Midfield,FC Kaiserslautern,Munich,Stadio Olimpico,2012,Atsufumi Comparetto
5574,Graham Kukhamay,McCain,1989,Barcelona,Midfield,Seattle Sounders,Dortmund,Stadio San Paolo,2013,Nabih Rios
5575,Maggie Zhiqiang,Dabipi,1980,La,Goalkeeper,SV Werder Bremen,Barcelona,Boleyn Ground,2014,Sigenobu Bodagala
5576,Basem Noemie,Ashish,1997,Windhoek,Midfield,ACF Fiorentina,Hamburg,Estadio da Luz,2012,Atsuyuki Jayaprakash
5577,Brad Zhaofang,Dighe,1977,Frankfurt,Defender,P.a.o.k Fc,Brasilia,King Power Stadium,2012,Xiaomin Saoudi
5578,Luitpold Avra,Guyton,1981,Des,Midfield,Forest Green Rovers F.C.,Solna,Allianz Arena Olympic Stadium Munich,2012,Srikanth Chimia
5579,Guardian Yongjoon,Pierro,1994,Chattanooga,Midfield,Aik Solna,Mexico City,Vicente Calderon Stadium,2010,Shigetomo Abbas
5580,Saydean Eiichi,Alpuente,1983,Asheville,Forward,The New Saints F.C.,Arlington,Parc des Princes,2012,Mayan Tautenhahn
5581,Dongmyun Samuel,Corvi,1991,Portland,Forward,Juventus,Salvador,BMO Field,2012,IlYoung Giese
5582,Sanjaya Raed,Zabele,1996,Twin,Midfield,VfL Wolfsburg,Berlin,Westfalenstadion,2011,Atsufumi Comparetto
5583,Saydean Eiichi,Alpuente,1983,Asheville,Forward,P.a.o.k Fc,Brasilia,King Power Stadium,2012,Sreenivas Wohr
5584,Lorraine Hussein,Sokolin,1993,Idaho,Defender,Royal Antwerp F.C.,London,Santiago Bernabeu Stadium,2011,Rashi Papadourakis
5585,Drago Slava,Rael,1995,Dakar,Goalkeeper,Juventus,Salvador,BMO Field,2015,Sigenobu Bodagala
5586,Roger Kazi,Kraetzl,1990,Macon,Midfield,Tianjin Teda F.C.,Cardiff,Estadio da Luz,2014,Ahsan Kliger
5587,Sahrah Kimon,Muluszynski,1991,Gainesville,Goalkeeper,Wolverhampton Wanderers Football Club,Glasgow,Emirates Stadium,2013,Sigenobu Bodagala
5588,Hongsing Marla,Kubicka,1993,Barcelona,Goalkeeper,Montpellier HSC,Recife,Stade Velodrome,2013,Bernando Jesus
5589,Noriyuki Audrey,Cun,1993,San,Midfield,S.C. Braga,Gelsenkirchen,Sporting Park,2014,Bernando Jesus
5590,Heiner Farahangiz,Weatherhead,1979,Louisville,Midfield,Royal Antwerp F.C.,Salvador,BMO Field,2011,Rashi Papadourakis
5591,Silvio Rogelio,Keskin,1988,Pasco,Defender,Valencia CF,London,Santiago Bernabeu Stadium,2011,Vagan Smallwood
5592,Errol Cetin,Fabrizio,1978,Shreveport,Goalkeeper,Lille OSC,Munich,Allianz Arena Olympic Stadium Munich,2010,Robert Lally
5593,Elie Mart,Otillio,1982,Zihuatenejo,Defender,FC Bayern Munich,Seattle,San Siro Stadium,2015,Atsufumi Comparetto
5594,Felipe Gaetano,Nurmeev,1994,Windhoek,Defender,Clube de Regatas do Flamengo,Rio de Janeiro,Stadio Olimpico,2011,Xiaolei Ronchette
5595,Renganathan Sihai,Godo,1989,Baton,Goalkeeper,The New Saints F.C.,Arlington,Parc des Princes,2012,Mayan Tautenhahn
5596,Yili Junjie,Walrath,1988,Beaumont,Midfield,The New Saints F.C.,Arlington,Parc des Princes,2014,Robbert Flach
5597,Geraud Pat,Sherratt,1976,Wilkes,Midfield,Boavista F.C.,Naples,Veltins-Arena,2014,Torsten Fedou
5598,Martii Mischa,Matyska,1978,Pasco,Goalkeeper,The New Saints F.C.,Arlington,Parc des Princes,2012,Mayan Tautenhahn
5599,Osmar Norton,Gove,1975,Paris,Defender,Wolverhampton Wanderers Football Club,Glasgow,Emirates Stadium,2013,Sigenobu Bodagala
5600,Guoren Igino,Hudelmaier,1979,Santiago,Midfield,The New Saints F.C.,Arlington,Parc des Princes,2012,Mayan Tautenhahn
5601,Souri Bozena,Saloma,1996,Dothan,Goalkeeper,Wolverhampton Wanderers Football Club,Glasgow,Emirates Stadium,2012,Zhouhui Rubio
5602,Dallas Chongkye,Timkovsky,1988,Panama,Defender,FK Partizan,Orlando,White Hart Lane,2013,Ryouji Dare
5603,Kamal Carolyn,Kontos,1981,Green,Defender,P.a.o.k Fc,Tokyo,BMO Field,2012,Xiaomin Saoudi
5604,Sarangan Sreerama,Borgelt,1994,Baltimore,Midfield,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Veit Luks
5605,Toshiro Ryouichi,Nekvinda,1976,Great,Midfield,FC Midtjylland,Houston,Stade Louis II,2011,Mattan Edelhoff
5606,Martii Mischa,Matyska,1978,Pasco,Midfield,S.C. Braga,Gelsenkirchen,Sporting Park,2014,Bernando Jesus
5607,Martii Mischa,Matyska,1978,Pasco,Goalkeeper,P.a.o.k Fc,Brasilia,King Power Stadium,2012,Xiaomin Saoudi
5608,Setsuo Gay,Preas,1980,South,Goalkeeper,West Ham United F.C.,Solna,Balaidos,2011,Jiangling Micheaux
5609,Theordore Zhaoqian,Devroye,1991,Lexington,Defender,Forest Green Rovers F.C.,Solna,Allianz Arena Olympic Stadium Munich,2014,Bon Kruiskamp
5610,Sava Lui,Schmerl,1977,Las,Defender,Borussia Monchengladbach,Cardiff,St James  Park,2012,Jeremy Cantu
5611,Kazumiti Pin,Ziavras,1980,Orange,Defender,Montpellier HSC,Recife,Stade Velodrome,2013,Bernando Jesus
5612,Gururaj Emilio,Mallorqui,1980,Santiago,Forward,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Veit Luks
5613,Cherri Toshiaki,Musselman,1984,Valdosta,Midfield,New York Red Bulls,Solna,Allianz Arena Olympic Stadium Munich,2011,Atsuyuki Jayaprakash
5614,Sahin Owen,Palomar,1984,Monroe,Defender,Aik Solna,Mexico City,Vicente Calderon Stadium,2010,Shigetomo Abbas
5615,Surnjani Catharine,Marciano,1980,Puebla,Forward,Seattle Sounders,Dortmund,Stadio San Paolo,2011,Aiqun Levergood
5616,Klaus Nicu,Strevell,1979,Roanoke,Forward,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Vagan Smallwood
5617,Petko Maogang,Usha,1986,Nice,Defender,P.a.o.k Fc,Brasilia,King Power Stadium,2012,Sreenivas Wohr
5618,Horace Gunnvald,Danneberg,1993,Guatemala,Goalkeeper,S.C. Braga,Gelsenkirchen,Sporting Park,2014,Bernando Jesus
5619,Gesine Tilmann,Cagman,1996,Corpus,Defender,VfL Wolfsburg,Berlin,Westfalenstadion,2011,Atsufumi Comparetto
5620,Abdalla Susannne,Hoare,1982,Gulfport,Midfield,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Veit Luks
5621,Otthein Naftaly,Hogan,1976,Salvador,Defender,Club Atletico Velez Sarsfield,Athens,Stadio Artemio Franchi,2014,Srikanth Chimia
5622,Elham Roy,Kupper,1997,Toledo,Midfield,FC Bayern Munich,Seattle,San Siro Stadium,2015,Atsufumi Comparetto
5623,Sanjaya Raed,Zabele,1996,Twin,Goalkeeper,FC Anzhi Makhachkala,Tokyo,BMO Field,2013,Robert Lally
5624,Pitro Melek,Poulin,1975,Buffalo,Midfield,P.a.o.k Fc,Brasilia,King Power Stadium,2012,Xiaomin Saoudi
5625,Zizette Polina,Herger,1980,El,Goalkeeper,Seattle Sounders,Dortmund,Stadio San Paolo,2011,Aiqun Levergood
5626,Odysseas Iara,Batz,1980,Athens,Midfield,A.C. Perugia Calcio,Solna,Donbass Arena,2013,Atsufumi Comparetto
5627,Philip Sachio,Yoccoz,1975,Dayton,Forward,Clube de Regatas do Flamengo,Rio de Janeiro,Stadio Olimpico,2011,Xiaolei Ronchette
5628,Nasreddine Dongseung,Zallocco,1995,Leon,Midfield,Valencia CF,Stuttgart,Camp Nou,2011,Veit Luks
5629,Ludomir Franziska,Hinnebusch,1989,White,Defender,Royal Antwerp F.C.,London,Santiago Bernabeu Stadium,2011,Rashi Papadourakis
5630,Anke Ute,Weener,1995,Kiev,Defender,Clube de Regatas do Flamengo,Rio de Janeiro,Stadio Olimpico,2013,Jeremy Cantu
5631,Jialin Huan,Rensink,1976,Billings,Midfield,S.C. Braga,Gelsenkirchen,Sporting Park,2013,Henryk Kochs
5632,Christopher Stamos,Munster,1993,Berlin,Defender,Boavista F.C.,Naples,Veltins-Arena,2013,Srikanth Chimia
5633,Catuscia Ivo,Miles,1984,Guaymas,Defender,The New Saints F.C.,Arlington,Parc des Princes,2012,Mayan Tautenhahn
5634,Abdalla Susannne,Hoare,1982,Gulfport,Defender,SV Werder Bremen,Barcelona,Boleyn Ground,2014,Sigenobu Bodagala
5635,Mahmut Vyjayanti,Dedood,1984,Mobile,Goalkeeper,FK Partizan,Orlando,White Hart Lane,2012,Ravindra Grnarov
5636,Roger Kazi,Kraetzl,1990,Macon,Midfield,Sport Club Internacional,Montreal,King Power Stadium,2011,Berardo Gerber
5637,Cherri Toshiaki,Musselman,1984,Valdosta,Midfield,ACF Fiorentina,Hamburg,King Power Stadium,2014,Aiqun Levergood
5638,Rohan Sander,Rezende,1995,Providenciales,Midfield,Royal Antwerp F.C.,London,Santiago Bernabeu Stadium,2011,Rashi Papadourakis
5639,Bienvenido Hussein,Benaini,1992,Washington,Midfield,FC Bayern Munich,Seattle,San Siro Stadium,2015,Atsufumi Comparetto
5640,Fiora Avinash,Rosinski,1993,Palm,Defender,The New Saints F.C.,Arlington,Parc des Princes,2014,Robbert Flach
5641,Souri Bozena,Saloma,1996,Dothan,Goalkeeper,Wolverhampton Wanderers Football Club,Glasgow,Emirates Stadium,2012,Zhouhui Rubio
5642,Catuscia Ivo,Miles,1984,Guaymas,Defender,The New Saints F.C.,Arlington,Parc des Princes,2012,Mayan Tautenhahn
5643,Anke Ute,Weener,1995,Kiev,Defender,West Ham United F.C.,Solna,Balaidos,2013,Aiqun Levergood
5644,Vishwani Konrad,Dingle,1983,Casper,Midfield,FC Spartak Moscow,Istanbul,Jan Breydel Stadium,2012,Olavi Gurd
5645,Giuliano Nobuhiko,Roeseler,1994,St,Forward,P.a.o.k Fc,Brasilia,King Power Stadium,2012,Kazuhiko Claybrook
5646,Sangjin Martin,Sezan,1985,Lisbon,Midfield,New York Red Bulls,Solna,Allianz Arena Olympic Stadium Munich,2011,Atsuyuki Jayaprakash
5647,Ernest Chiemi,Broch,1989,Birmingham,Midfield,FC Kaiserslautern,Munich,Stadio Olimpico,2012,Atsufumi Comparetto
5648,Laird Capers,Aigrain,1990,Vail,Defender,P.a.o.k Fc,Tokyo,BMO Field,2012,Xiaomin Saoudi
5649,Horace Gunnvald,Danneberg,1993,Guatemala,Goalkeeper,S.C. Braga,Gelsenkirchen,Sporting Park,2014,Bernando Jesus
5650,Tatuo Bongki,Scofield,1992,Birmingham,Defender,FC Bayern Munich,Seattle,San Siro Stadium,2015,Atsufumi Comparetto
5651,Ryoichi Ilan,Togni,1992,Vienna,Forward,FK Partizan,Orlando,White Hart Lane,2013,Ryouji Dare
5652,Behcet Liu,Tomii,1991,Myrtle,Defender,P.a.o.k Fc,Munich,Allianz Arena Olympic Stadium Munich,2012,Sreenivas Wohr
5653,Rastislav Stevo,Bellosta,1976,Cozumel,Forward,Clube de Regatas do Flamengo,Rio de Janeiro,Stadio Olimpico,2011,Xiaolei Ronchette
5654,Djimitri Gabriela,Miike,1990,Nashville,Defender,ACF Fiorentina,Hamburg,King Power Stadium,2013,Suranjan Sakurai
5655,Lundy Bharathi,Remp,1979,Elko,Forward,West Ham United F.C.,Solna,Balaidos,2011,Jiangling Micheaux
5656,Jialin Huan,Rensink,1976,Billings,Midfield,S.C. Braga,Gelsenkirchen,Sporting Park,2013,Henryk Kochs
5657,Guilang Prasant,Clasen,1982,Fairbanks,Forward,New York Red Bulls,Brasilia,San Siro Stadium,2011,Atsuyuki Jayaprakash
5658,Krishnaprasad Hiu,Llewellyn,1984,Nassau,Midfield,ACF Fiorentina,Hamburg,Estadio da Luz,2012,Atsuyuki Jayaprakash
5659,Jinsei Ranjeev,Blix,1983,Cozumel,Midfield,Wolverhampton Wanderers Football Club,Dortmund,Stadio San Paolo,2013,Sigenobu Bodagala
5660,Boijdar Michal,Yntema,1982,Beaumont,Midfield,Clube de Regatas do Flamengo,Rio de Janeiro,Stadio Olimpico,2013,Jeremy Cantu
5661,Ravin Shengchang,Cucka,1990,San,Defender,Tianjin Teda F.C.,Cardiff,Estadio da Luz,2011,Ryouji Dare
5662,Kristian Britta,Vieri,1978,Prague,Defender,ACF Fiorentina,Hamburg,King Power Stadium,2014,Aiqun Levergood
5663,Anke Ute,Weener,1995,Kiev,Defender,West Ham United F.C.,Solna,Balaidos,2013,Aiqun Levergood
5664,Martii Mischa,Matyska,1978,Pasco,Goalkeeper,The New Saints F.C.,Arlington,Parc des Princes,2012,Mayan Tautenhahn
5665,Athushi Belli,Gull,1977,Key,Defender,S.C. Braga,Gelsenkirchen,Sporting Park,2014,Bernando Jesus
5666,Slawomir Wanli,Bertsekas,1996,Valdosta,Forward,A.C. Perugia Calcio,Solna,Donbass Arena,2014,Nabih Rios
5667,Guardian Yongjoon,Pierro,1994,Chattanooga,Forward,P.a.o.k Fc,Brasilia,King Power Stadium,2012,Xiaomin Saoudi
5668,Brad Zhaofang,Dighe,1977,Frankfurt,Defender,P.a.o.k Fc,Tokyo,BMO Field,2012,Xiaomin Saoudi
5669,Gongzhu Youngmok,Kubicar,1979,Warsaw,Midfield,Delfino Pescara 1936,Orlando,King Power Stadium,2012,Robbert Flach
5670,Tatuo Bongki,Scofield,1992,Birmingham,Forward,S.C. Braga,Gelsenkirchen,Sporting Park,2013,Shyamala Gibbs
