_tid_,name,surname,birthyear,birthplace,position,team,city,stadium,season,manager
471,heiner farahangiz,weatherhead,1979,louisville,midfield,valencia cf,montevideo,constant vanden stock stadium,2011,veit luks
472,curd jussi,shindo,1998,seattle,forward,s.c. braga,gelsenkirchen,sporting park,2011,anupam oxenboll
473,clay pawel,kadar,1991,sarasota,defender,new york red bulls,brasilia,san siro stadium,2011,atsuyuki jayaprakash
474,behcet liu,tomii,1991,myrtle,defender,p.a.o.k fc,munich,allianz arena olympic stadium munich,2012,sreenivas wohr
475,elenora noriyuki,gawlick,1988,orange,goalkeeper,aik solna-*,mexico city,vicente calderon stadium,2010,shigetomo abbas
476,elie mart,otillio,1982,zihuatenejo,defender,fc bayern munich,seattle,san siro stadium,2015,atsufumi comparetto
477,takenobu leighton,derby,1989,savannah,defender,juventus,salvador,bmo field,2015,sigenobu bodagala
478,gesine tilmann,cagman,1996,corpus,midfield,boavista f.c.,naples,veltins-arena,2013,srikanth chimia
479,hongsing marla,kubicka,1993,barcelona,midfield,fc kaiserslautern,munich,stadio olimpico,2012,atsufumi comparetto
480,guoren igino,hudelmaier,1979,santiago,defender,seattle sounders,dortmund,stadio san paolo,2013,nabih rios
481,behcet liu,tomii,1991,myrtle,defender,fc spartak moscow,istanbul,jan breydel stadium,2012,olavi gurd
482,alison pierdaniele,knauff,1992,mobile,defender,fc spartak moscow,istanbul,jan breydel stadium,2011,yki villano
483,kazumiti pin,ziavras,1980,orange,defender,montpellier hsc,recife,stade velodrome,2013,bernando jesus
484,felipe gaetano,nurmeev,1994,windhoek,defender,clube de regatas do flamengo,rio de janeiro,stadio olimpico,2011,xiaolei ronchette
485,shigeo jitender,ruckebusch,1997,gainesville,defender,toronto fc,stuttgart,camp nou,2014,kazuhiko claybrook
486,sangjin martin,sezan,1985,lisbon,defender,clube de regatas do flamengo,rio de janeiro,stadio olimpico,2013,jeremy cantu
487,tatuo bongki,scofield,1992,birmingham,forward,s.c. braga,gelsenkirchen,sporting park,2013,shyamala gibbs
488,surjatini joohack,spehner,1978,new,midfield,borussia monchengladbach,cardiff,st james  park,2012,jeremy cantu
489,wendie benson,brunk,1996,ouagadougou,defender,aalborg boldspilklub,london,anfield,2014,rosangela ketz
490,abhaya win,senator,1978,el,forward,p.a.o.k fc,brasilia,king power stadium,2012,xiaomin saoudi
491,yuiko adele,gnutzmann,1993,beaumont,forward,acf fiorentina,hamburg,king power stadium,2013,suranjan sakurai
492,hunter yaling,gubitoso,1982,amsterdam,defender,new york red bulls,solna,balaidos,2011,jiangling micheaux
493,salim uday,buttyan,1986,beaumont,goalkeeper,valencia cf,stuttgart,camp nou,2011,veit luks
494,bienvenido hussein,benaini,1992,washington,midfield,fc bayern munich,seattle,san siro stadium,2015,atsufumi comparetto
495,clay pawel,kadar,1991,sarasota,defender,royal antwerp f.c.,salvador,bmo field,2011,rashi papadourakis
496,boijdar michal,yntema,1982,beaumont,midfield,clube de regatas do flamengo,rio de janeiro,stadio olimpico,2013,jeremy cantu
497,lorrin kazuki,gabalda,1991,veracruz,midfield,delfino pescara 1936,orlando,king power stadium,2012,robbert flach
498,clay pawel,kadar,1991,sarasota,defender,new york red bulls,brasilia,san siro stadium,2011,atsuyuki jayaprakash
499,gesine tilmann,cagman,1996,corpus,defender,toronto fc,stuttgart,camp nou,2014,kazuhiko claybrook
500,huu shian,abraham,1988,albuquerque,midfield,boavista f.c.,naples,veltins-arena,2014,piera faustini
501,masum zhenbing,kwasny,1982,charleston,midfield,new york red bulls,solna,balaidos,2011,jiangling micheaux
502,zizette polina,herger,1980,el,midfield,acf fiorentina,hamburg,king power stadium,2014,aiqun levergood
503,hideaki sava,burtschick,1988,guatemala,midfield,sport club internacional,montreal,king power stadium,2013,soung alt
504,attila adelheit,ebbinghaus,1983,manchester,forward,the new saints f.c.,london,santiago bernabeu stadium,2012,mayan tautenhahn
505,rastislav stevo,bellosta,1976,cozumel,midfield,the new saints f.c.,arlington,parc des princes,2012,mayan tautenhahn
506,elenora noriyuki,gawlick,1988,orange,goalkeeper,aik solna-*,mexico city,vicente calderon stadium,2010,shigetomo abbas
507,kioumars junbo,kavvadias,1990,beaumont,forward,boavista f.c.,naples,veltins-arena,2015,duckyoung padhye
508,tatuo bongki,scofield,1992,birmingham,forward,fc bayern munich,seattle,san siro stadium,2014,shigetomo abbas
509,andres yahya,wolin,1980,istanbul,goalkeeper,sv werder bremen,barcelona,boleyn ground,2014,sigenobu bodagala
510,philip sachio,yoccoz,1975-*,dayton,goalkeeper,s.c. braga,gelsenkirchen,sporting park,2014,bernando jesus
511,ruck williams,leenaerts,1995,nice,midfield,grasshopper club zurich,moscow,gerhard hanappi stadium,2015,olavi gurd
512,horace gunnvald,danneberg,1993,guatemala,goalkeeper,s.c. braga,gelsenkirchen,sporting park,2014,bernando jesus
513,jinsei ranjeev,blix,1983,cozumel,midfield,wolverhampton wanderers football club,dortmund,stadio san paolo,2013,sigenobu bodagala
514,raymond huaiyuan,merico,1985,detroit,forward,lille osc,munich,allianz arena olympic stadium munich-*,2010,robert lally
515,otthein naftaly,hogan,1976,salvador,midfield,fc dinamo bucuresti,hamburg,amsterdam arena,2013,mattan edelhoff
516,seungwang haym,scanlon,1984,munich,defender,p.a.o.k fc,brasilia,king power stadium,2012,sreenivas wohr
517,judy brant,prenel,1978,worcester,goalkeeper,vfl wolfsburg,solna,allianz arena olympic stadium munich,2011,atsufumi comparetto
518,attila adelheit,ebbinghaus,1983,manchester,forward,the new saints f.c.,london,santiago bernabeu stadium,2012,mayan tautenhahn
519,clay pawel,kadar,1991,sarasota,defender,new york red bulls,brasilia,san siro stadium,2011,atsuyuki jayaprakash
520,errol cetin,fabrizio,1978,shreveport,midfield,p.a.o.k fc,tokyo,bmo field,2012,xiaomin saoudi
521,guisseppi abdelmadjid,newstead,1994,istanbul,midfield,boavista f.c.,naples,veltins-arena,2015,duckyoung padhye
522,gesine tilmann,cagman,1996,corpus,midfield,wolverhampton wanderers football club,glasgow,emirates stadium,2013,sigenobu bodagala
523,chitresh harlan,babb,1991,copenhagen,defender,fc nordsjelland,moscow,estadio da luz,2011,cees gunal
524,yibei yousong,berthiaume,1989,prague,forward,the new saints f.c.,arlington,parc des princes,2014,robbert flach
525,pitro melek,poulin,1975-*,buffalo,midfield,p.a.o.k fc,brasilia,king power stadium,2012,xiaomin saoudi
526,yuyan ivailo,yochum,1991,great,midfield,fc spartak moscow,istanbul,jan breydel stadium,2011,yki villano
527,murat luc,kusakabe,1993,cody,forward,fc anzhi makhachkala,tokyo,bmo field,2013,robert lally
528,jianghai kiyotoshi,kakuta,1989,puerto,midfield,a.c. perugia calcio,solna,donbass arena,2014,nabih rios
529,yoonjoon eila,yannakoudakis,1996,shannon,midfield,new york red bulls,brasilia,allianz arena olympic stadium munich,2011,atsuyuki jayaprakash
530,theordore zhaoqian,devroye,1991,lexington,defender,the new saints f.c.,arlington,parc des princes,2012,mayan tautenhahn
531,boijdar michal,yntema,1982,beaumont,midfield,clube de regatas do flamengo,rio de janeiro,stadio olimpico,2013,jeremy cantu
532,guisseppi abdelmadjid,newstead,1994,istanbul,midfield,boavista f.c.,naples,veltins-arena,2015,duckyoung padhye
533,mejar congxiao,farrag,1994,sao,midfield,fc anzhi makhachkala,hamburg,king power stadium,2013,robert lally
534,ramakant elgin,schachter,1990,sun,forward,valencia cf,montevideo,constant vanden stock stadium,2011,vagan smallwood
535,nili reese,kopanas,1975-*,augusta,midfield,clube de regatas do flamengo,rio de janeiro,stadio olimpico,2011,xiaolei ronchette
536,brad zhaofang,dighe,1977,frankfurt,defender,p.a.o.k fc,brasilia,king power stadium,2012,xiaomin saoudi
537,christopher stamos,munster,1993,berlin,defender,boavista f.c.,naples,veltins-arena,2013,srikanth chimia
538,slawomir wanli,bertsekas,1996,valdosta,forward,a.c. perugia calcio,solna,donbass arena,2014,nabih rios
539,hideaki sava,burtschick,1988,guatemala,defender,the new saints f.c.,arlington,parc des princes,2014,robbert flach
540,magne chihping,jungst,1990,durban,forward,fc anzhi makhachkala,tokyo,bmo field,2013,robert lally
541,judy brant,prenel,1978,worcester,goalkeeper,fc spartak moscow,istanbul,jan breydel stadium,2011,yki villano
542,raymond huaiyuan,merico,1985,detroit,forward,lille osc,munich,allianz arena olympic stadium munich-*,2010,robert lally
543,takenobu leighton,derby,1989,savannah,forward,valencia cf,munich,stadio olimpico,2011,vagan smallwood
544,odysseas iara,batz,1980,athens,midfield,a.c. perugia calcio,solna,donbass arena,2013,atsufumi comparetto
545,salim uday,buttyan,1986,beaumont,goalkeeper,valencia cf,stuttgart,camp nou,2011,veit luks
546,dagmar marilde,shackel,1985,memphis,goalkeeper,royal antwerp f.c.,london,santiago bernabeu stadium,2011,rashi papadourakis
547,gesine tilmann,cagman,1996,corpus,defender,toronto fc,stuttgart,camp nou,2014,kazuhiko claybrook
548,renganathan sihai,godo,1989,baton,midfield,the new saints f.c.,arlington,parc des princes,2014,robbert flach
549,rastislav stevo,bellosta,1976,cozumel,midfield,the new saints f.c.,arlington,parc des princes,2012,mayan tautenhahn
550,farshid zubin,seppanen,1983,washington,defender,juventus,salvador,bmo field,2015,sigenobu bodagala
551,anandeep marinus,balboni,1994,guangzhou,midfield,borussia monchengladbach,hamburg,estadio da luz,2012,jeremy cantu
552,luitpold avra,guyton,1981,des,midfield,forest green rovers f.c.,solna,allianz arena olympic stadium munich,2012,srikanth chimia
553,takenobu leighton,derby,1989,savannah,defender,juventus,salvador,bmo field,2015,sigenobu bodagala
554,chitresh harlan,babb,1991,copenhagen,defender,fc nordsjelland,moscow,estadio da luz,2011,cees gunal
555,ichiang hanan,kappner,1993,lyon,goalkeeper,seattle sounders,dortmund,stadio san paolo,2011,aiqun levergood
556,dongwook valentyn,schupeta,1975,fayetteville,defender,fc kaiserslautern,munich,stadio olimpico,2012,atsufumi comparetto
557,rastislav stevo,bellosta,1976,cozumel,forward,clube de regatas do flamengo,rio de janeiro,stadio olimpico,2011,xiaolei ronchette
558,gururaj emilio,mallorqui,1980,santiago,forward,valencia cf,montevideo,constant vanden stock stadium,2011,veit luks
559,heiner farahangiz,weatherhead,1979,louisville,midfield,valencia cf,montevideo,constant vanden stock stadium,2011,veit luks
560,shunge wop,latch,1982,guatemala,midfield,valencia cf,montevideo,constant vanden stock stadium,2011,vagan smallwood
561,klaus nicu,strevell,1979,roanoke,forward,valencia cf,montevideo,constant vanden stock stadium,2011,vagan smallwood
562,bhuwan percy,bouabdallah,1984,guangzhou,forward,boavista f.c.,naples,veltins-arena,2015,duckyoung padhye
563,karan spyridon,heiserman,1986,vancouver,goalkeeper,valencia cf,stuttgart,camp nou,2011,veit luks
564,sahrah kimon,muluszynski,1991,gainesville,goalkeeper,wolverhampton wanderers football club,glasgow,emirates stadium,2013,sigenobu bodagala
565,gang vivekananda,hofstetter,1983,mobile,midfield,acf fiorentina,hamburg,king power stadium,2013,suranjan sakurai
566,zizette polina,herger,1980,el,midfield,acf fiorentina,hamburg,king power stadium,2014,aiqun levergood
567,chengdian brijesh,kavasseri,1979,ontario,midfield,acf fiorentina,hamburg,king power stadium,2012,suranjan sakurai
568,salim uday,buttyan,1986,beaumont,goalkeeper,valencia cf,stuttgart,camp nou,2011,veit luks
569,jami waqar,longobardi,1988,aguascalientes,midfield,the new saints f.c.,arlington,parc des princes,2012,mayan tautenhahn
570,yasusi seongyeol,clemm,1997,des,defender,vfl wolfsburg,solna,allianz arena olympic stadium munich,2011,atsufumi comparetto
571,devina qutaibah,schloegel,1997,charleston,goalkeeper,royal antwerp f.c.,london,santiago bernabeu stadium,2011,rashi papadourakis
572,sahrah kimon,muluszynski,1991,gainesville,midfield,valencia cf,london,santiago bernabeu stadium,2011,vagan smallwood
573,mahmut vyjayanti,dedood,1984,mobile,goalkeeper,fk partizan,orlando,white hart lane,2012,ravindra grnarov
574,rastislav stevo,bellosta,1976,cozumel,midfield,the new saints f.c.,arlington,parc des princes,2012,mayan tautenhahn
575,yadran mechthild,rayne,1983,south,defender,new york red bulls,brasilia,allianz arena olympic stadium munich,2011,atsuyuki jayaprakash
576,zizette polina,herger,1980,el,midfield,acf fiorentina,hamburg,king power stadium,2014,aiqun levergood
577,gururaj emilio,mallorqui,1980,santiago,forward,valencia cf,montevideo,constant vanden stock stadium,2011,veit luks
578,mehryar judi,favre,1995,amarillo,midfield,valencia cf,montevideo,constant vanden stock stadium,2011,vagan smallwood
579,renganathan sihai,godo,1989,baton,goalkeeper,the new saints f.c.,arlington,parc des princes,2012,mayan tautenhahn
580,anya itaru,ghezal,1977,orlando,defender,vfl wolfsburg,berlin,westfalenstadion,2011,atsufumi comparetto
581,yasusi seongyeol,clemm,1997,des,midfield,grasshopper club zurich,moscow,gerhard hanappi stadium,2015,olavi gurd
582,clay pawel,kadar,1991,sarasota,defender,new york red bulls,brasilia,san siro stadium,2011,atsuyuki jayaprakash
583,clay pawel,kadar,1991,sarasota,defender,new york red bulls,brasilia,san siro stadium,2011,atsuyuki jayaprakash
584,maggie zhiqiang,dabipi,1980,la,defender,p.a.o.k fc,munich,allianz arena olympic stadium munich,2012,sreenivas wohr
585,mehryar judi,favre,1995,amarillo,midfield,valencia cf,montevideo,constant vanden stock stadium,2011,vagan smallwood
586,andres yahya,wolin,1980,istanbul,goalkeeper,sv werder bremen,barcelona,boleyn ground,2014,sigenobu bodagala
587,abdalla susannne,hoare,1982,gulfport,midfield,valencia cf,montevideo,constant vanden stock stadium,2011,veit luks
588,hing seichi,kehrer,1990,conakry,defender,fc spartak moscow,istanbul,jan breydel stadium,2012,olavi gurd
589,nedo sudarshan,waldherr,1985,sarasota,defender,a.c. perugia calcio,solna,donbass arena,2014,nabih rios
590,mejar congxiao,farrag,1994,sao,midfield,fc anzhi makhachkala,hamburg,king power stadium,2013,robert lally
591,huu shian,abraham,1988,albuquerque,midfield,boavista f.c.,naples,veltins-arena,2014,piera faustini
592,yasusi seongyeol,clemm,1997,des,defender,fk partizan,orlando,white hart lane,2012,ravindra grnarov
593,wonhee chrysantos,cremilleux,1981,melbourne,defender,new york red bulls,brasilia,san siro stadium,2011,atsuyuki jayaprakash
594,pitro melek,poulin,1975-*,buffalo,midfield,fc kaiserslautern,munich,stadio olimpico,2012,atsufumi comparetto
595,basem noemie,ashish,1997,windhoek,midfield,acf fiorentina,hamburg,estadio da luz,2013,atsuyuki jayaprakash
596,yibei yousong,berthiaume,1989,prague,forward,juventus,salvador,bmo field,2015,sigenobu bodagala
597,dallas chongkye,timkovsky,1988,panama,forward,wolverhampton wanderers football club,glasgow,emirates stadium,2012,zhouhui rubio
598,daisy ryotaro,felciano,1976,milan,midfield,valencia cf,montevideo,constant vanden stock stadium,2010,veit luks
599,ernest chiemi,broch,1989,birmingham,defender,west ham united f.c.,solna,balaidos,2014,aiqun levergood
600,nedo sudarshan,waldherr,1985,sarasota,defender,a.c. perugia calcio,solna,donbass arena,2014,nabih rios
601,sahrah kimon,muluszynski,1991,gainesville,goalkeeper,wolverhampton wanderers football club,glasgow,emirates stadium,2013,sigenobu bodagala
602,elfriede zin,macgregor,1984,bucharest,goalkeeper,p.a.o.k fc,brasilia,king power stadium,2012,kazuhiko claybrook
603,zizette polina,herger,1980,el,midfield,acf fiorentina,hamburg,king power stadium,2014,aiqun levergood
604,sarangan sreerama,borgelt,1994,baltimore,midfield,fc spartak moscow,istanbul,jan breydel stadium,2011,yki villano
605,nili reese,kopanas,1975-*,augusta,goalkeeper,fc anzhi makhachkala,tokyo,bmo field,2013,robert lally
606,mejar congxiao,farrag,1994,sao,midfield,borussia monchengladbach,hamburg,estadio da luz,2012,jeremy cantu
607,nili reese,kopanas,1975-*,augusta,midfield,clube de regatas do flamengo,rio de janeiro,stadio olimpico,2011,xiaolei ronchette
608,judy brant,prenel,1978,worcester,goalkeeper,fc spartak moscow,istanbul,jan breydel stadium,2011,yki villano
609,martii mischa,matyska,1978,pasco,forward,wolverhampton wanderers football club,dortmund,stadio san paolo,2013,sigenobu bodagala
610,jeroen yiyun,henriksson,1981,tri,midfield,juventus,salvador,bmo field,2010,masum kasprzak
611,ruck williams,leenaerts,1995,nice,midfield,grasshopper club zurich,moscow,gerhard hanappi stadium,2015,olavi gurd
612,yatsutaka oivind,lebib,1998,prague,defender,aalborg boldspilklub,london,anfield,2014,rosangela ketz
613,takenobu leighton,derby,1989,savannah,forward,valencia cf,munich,stadio olimpico,2011,vagan smallwood
614,osmar norton,gove,1975,paris,defender-*,clube de regatas do flamengo,rio de janeiro,stadio olimpico,2011,xiaolei ronchette
615,clay pawel,kadar,1991,sarasota,defender,royal antwerp f.c.,salvador,bmo field,2011,rashi papadourakis
616,hiroyuke hagbal,ro;dl,1992,montgomery,goalkeeper,royal antwerp f.c.,salvador,bmo field,2011,rashi papadourakis
617,gongzhu youngmok,kubicar,1979,warsaw,defender,s.c. braga,gelsenkirchen,sporting park,2013,henryk kochs
618,guardian yongjoon,pierro,1994,chattanooga,midfield,aik solna-*,mexico city,vicente calderon stadium,2010,shigetomo abbas
619,huajun haijo,zajak,1982,conakry,forward,juventus,salvador,bmo field,2015,sigenobu bodagala
620,chase jed,pascual,1984,caracas,midfield,wolverhampton wanderers football club,dortmund,stadio san paolo,2013,sigenobu bodagala
621,noriyuki audrey,cun,1993,san,midfield,s.c. braga,gelsenkirchen,sporting park,2014,bernando jesus
622,errol cetin,fabrizio,1978,shreveport,goalkeeper,lille osc,munich,allianz arena olympic stadium munich-*,2010,robert lally
623,steinar sathis,brugnano,1987,tokyo,goalkeeper,s.c. braga,gelsenkirchen,sporting park,2011,anupam oxenboll
624,errol cetin,fabrizio,1978,shreveport,midfield,p.a.o.k fc,tokyo,bmo field,2012,xiaomin saoudi
625,elham roy,kupper,1997,toledo,midfield,fc bayern munich,seattle,san siro stadium,2015,atsufumi comparetto
626,antonius ard,rikino,1975,prague,defender-*,toronto fc,stuttgart,camp nou,2014,kazuhiko claybrook
627,huajun haijo,zajak,1982,conakry,forward,juventus,salvador,bmo field,2015,sigenobu bodagala
628,christopher stamos,munster,1993,berlin,defender,boavista f.c.,naples,veltins-arena,2013,srikanth chimia
629,pitro melek,poulin,1975-*,buffalo,midfield,fc kaiserslautern,munich,stadio olimpico,2012,atsufumi comparetto
630,farzan jakob,onaga,1988,huntington,midfield,juventus,salvador,bmo field,2015,sigenobu bodagala
631,mejar congxiao,farrag,1994,sao,midfield,borussia monchengladbach,hamburg,estadio da luz,2012,jeremy cantu
632,laird capers,aigrain,1990,vail,defender,p.a.o.k fc,tokyo,bmo field,2012,xiaomin saoudi
633,gang vivekananda,hofstetter,1983,mobile,defender,p.a.o.k fc,brasilia,king power stadium,2012,kazuhiko claybrook
634,guardian yongjoon,pierro,1994,chattanooga,midfield,aik solna-*,mexico city,vicente calderon stadium,2010,shigetomo abbas
635,sangjin martin,sezan,1985,lisbon,midfield,new york red bulls,brasilia,allianz arena olympic stadium munich,2011,atsuyuki jayaprakash
636,abhaya win,senator,1978,el,defender,forest green rovers f.c.,solna,allianz arena olympic stadium munich,2014,bon kruiskamp
637,krishnaprasad hiu,llewellyn,1984,nassau,midfield,fc dinamo bucuresti,hamburg,amsterdam arena,2013,mattan edelhoff
638,hichum ashok,leifker,1984,monroe,defender,forest green rovers f.c.,solna,allianz arena olympic stadium munich,2014,bon kruiskamp
639,saydean eiichi,alpuente,1983,asheville,forward,the new saints f.c.,arlington,parc des princes,2012,mayan tautenhahn
640,mehryar judi,favre,1995,amarillo,midfield,boavista f.c.,naples,veltins-arena,2014,torsten fedou
641,brad zhaofang,dighe,1977,frankfurt,defender,p.a.o.k fc,brasilia,king power stadium,2012,xiaomin saoudi
642,hing seichi,kehrer,1990,conakry,midfield,toronto fc,stuttgart,camp nou,2014,kazuhiko claybrook
643,rahim barton,kawakami,1993,billings,defender,fk partizan,orlando,white hart lane,2013,ryouji dare
644,anke ute,weener,1995,kiev,defender,clube de regatas do flamengo,rio de janeiro,stadio olimpico,2013,jeremy cantu
645,zhili vinay,molzberger,1981,florence,goalkeeper,boavista f.c.,naples,veltins-arena,2013,srikanth chimia
646,seungwang haym,scanlon,1984,munich,midfield,boavista f.c.,naples,veltins-arena,2013,srikanth chimia
647,gang vivekananda,hofstetter,1983,mobile,midfield,fc midtjylland,houston,stade louis ii,2011,mattan edelhoff
648,anke ute,weener,1995,kiev,defender,clube de regatas do flamengo,rio de janeiro,stadio olimpico,2013,jeremy cantu
649,sanjaya raed,zabele,1996,twin,goalkeeper,fc anzhi makhachkala,tokyo,bmo field,2013,robert lally
650,yerucham yunming,berrebi,1990,dallas,defender,wolverhampton wanderers football club,glasgow,emirates stadium,2012,zhouhui rubio
651,matthey toshihisa,bowhill,1983,colorado,defender,new york red bulls,brasilia,san siro stadium,2011,atsuyuki jayaprakash
652,christopher stamos,munster,1993,berlin,defender,boavista f.c.,naples,veltins-arena,2013,srikanth chimia
653,jinsei ranjeev,blix,1983,cozumel,midfield,a.c. perugia calcio,solna,donbass arena,2013,atsufumi comparetto
654,renganathan sihai,godo,1989,baton,goalkeeper,the new saints f.c.,arlington,parc des princes,2012,mayan tautenhahn
655,behcet liu,tomii,1991,myrtle,defender,p.a.o.k fc,munich,allianz arena olympic stadium munich,2012,sreenivas wohr
656,cherri toshiaki,musselman,1984,valdosta,midfield,new york red bulls,brasilia,allianz arena olympic stadium munich,2011,atsuyuki jayaprakash
657,alfred giovanni,larab,1990,colorado,goalkeeper,borussia monchengladbach,cardiff,st james  park,2012,jeremy cantu
658,magne chihping,jungst,1990,durban,forward,fc anzhi makhachkala,tokyo,bmo field,2013,robert lally
659,geraud pat,sherratt,1976,wilkes,midfield,boavista f.c.,naples,veltins-arena,2014,torsten fedou
660,hichum ashok,leifker,1984,monroe,defender,forest green rovers f.c.,solna,allianz arena olympic stadium munich,2014,bon kruiskamp
661,behcet liu,tomii,1991,myrtle,defender,p.a.o.k fc,munich,allianz arena olympic stadium munich,2012,sreenivas wohr
662,ruck williams,leenaerts,1995,nice,midfield,grasshopper club zurich,moscow,gerhard hanappi stadium,2015,olavi gurd
663,athushi belli,gull,1977,key,defender,a.c. perugia calcio,solna,donbass arena,2014,nabih rios
664,martii mischa,matyska,1978,pasco,goalkeeper,the new saints f.c.,arlington,parc des princes,2012,mayan tautenhahn
665,laird capers,aigrain,1990,vail,defender,p.a.o.k fc,tokyo,bmo field,2012,xiaomin saoudi
666,peteris yusuf,maxson,1989,tokyo,midfield,acf fiorentina,hamburg,estadio da luz,2013,atsuyuki jayaprakash
667,tatuo bongki,scofield,1992,birmingham,defender,fc bayern munich,seattle,san siro stadium,2015,atsufumi comparetto
668,nasreddine dongseung,zallocco,1995,leon,midfield,aik solna-*,mexico city,vicente calderon stadium,2010,shigetomo abbas
669,martii mischa,matyska,1978,pasco,goalkeeper,the new saints f.c.,arlington,parc des princes,2012,mayan tautenhahn
670,saydean eiichi,alpuente,1983,asheville,forward,fc anzhi makhachkala,hamburg,king power stadium,2013,robert lally
671,martii mischa,matyska,1978,pasco,forward,wolverhampton wanderers football club,dortmund,stadio san paolo,2013,sigenobu bodagala
672,ravin shengchang,cucka,1990,san,defender,tianjin teda f.c.,cardiff,estadio da luz,2011,ryouji dare
673,yasusi seongyeol,clemm,1997,des,defender,vfl wolfsburg,solna,allianz arena olympic stadium munich,2011,atsufumi comparetto
674,farzan jakob,onaga,1988,huntington,midfield,juventus,salvador,bmo field,2015,sigenobu bodagala
675,saydean eiichi,alpuente,1983,asheville,forward,p.a.o.k fc,brasilia,king power stadium,2012,sreenivas wohr
676,hing seichi,kehrer,1990,conakry,midfield,toronto fc,stuttgart,camp nou,2014,kazuhiko claybrook
677,hongsing marla,kubicka,1993,barcelona,midfield,fc kaiserslautern,munich,stadio olimpico,2012,atsufumi comparetto
678,yasubumi friedemann,nobauer,1984,louisville,midfield,juventus,salvador,bmo field,2010,masum kasprzak
679,rahim barton,kawakami,1993,billings,defender,fk partizan,orlando,white hart lane,2013,ryouji dare
680,huajun haijo,zajak,1982,conakry,midfield,the new saints f.c.,arlington,parc des princes,2014,robbert flach
681,yatsutaka oivind,lebib,1998,prague,defender,aalborg boldspilklub,london,anfield,2014,rosangela ketz
682,jacob efthimis,guoxing,1986,appleton,forward,a.c. perugia calcio,solna,donbass arena,2014,nabih rios
683,nedo sudarshan,waldherr,1985,sarasota,defender,a.c. perugia calcio,solna,donbass arena,2014,nabih rios
684,farshid zubin,seppanen,1983,washington,defender,juventus,salvador,bmo field,2015,sigenobu bodagala
685,kioumars junbo,kavvadias,1990,beaumont,forward,boavista f.c.,naples,veltins-arena,2015,duckyoung padhye
686,athushi belli,gull,1977,key,defender,a.c. perugia calcio,solna,donbass arena,2014,nabih rios
687,lundy bharathi,remp,1979,elko,forward,new york red bulls,solna,balaidos,2011,jiangling micheaux
688,osmar norton,gove,1975,paris,defender-*,wolverhampton wanderers football club,glasgow,emirates stadium,2013,sigenobu bodagala
689,cherri toshiaki,musselman,1984,valdosta,goalkeeper,the new saints f.c.,london,santiago bernabeu stadium,2012,mayan tautenhahn
690,dongwook valentyn,schupeta,1975,fayetteville,defender-*,p.a.o.k fc,tokyo,bmo field,2012,xiaomin saoudi
691,sanjaya raed,zabele,1996,twin,midfield,vfl wolfsburg,berlin,westfalenstadion,2011,atsufumi comparetto
692,behcet liu,tomii,1991,myrtle,defender,p.a.o.k fc,munich,allianz arena olympic stadium munich,2012,sreenivas wohr
693,hideaki sava,burtschick,1988,guatemala,midfield,sport club internacional,montreal,king power stadium,2013,soung alt
694,yuka prakash,hopewell,1991,tallahassee,forward,boavista f.c.,hamburg,estadio da luz,2015,duckyoung padhye
695,sarangan sreerama,borgelt,1994,baltimore,midfield,fc spartak moscow,istanbul,jan breydel stadium,2011,yki villano
696,joxan barb,eisenstadt,1977,conakry,forward,grasshopper club zurich,moscow,gerhard hanappi stadium,2015,olavi gurd
697,karan spyridon,heiserman,1986,vancouver,goalkeeper,valencia cf,stuttgart,camp nou,2011,veit luks
698,dongmyun samuel,corvi,1991,portland,forward,juventus,salvador,bmo field,2012,ilyoung giese
699,tatsuro kamaljit,specker,1994,shreveport,forward,s.c. braga,gelsenkirchen,sporting park,2014,bernando jesus
700,jianghai kiyotoshi,kakuta,1989,puerto,midfield,a.c. perugia calcio,solna,donbass arena,2014,nabih rios
701,fortune orestes,waack,1989,cape,forward,juventus,salvador,bmo field,2010,masum kasprzak
702,brad zhaofang,dighe,1977,frankfurt,defender,a.c. perugia calcio,solna,donbass arena,2013,atsufumi comparetto
703,seungwang haym,scanlon,1984,munich,defender,p.a.o.k fc,brasilia,king power stadium,2012,sreenivas wohr
704,clay pawel,kadar,1991,sarasota,defender,new york red bulls,brasilia,san siro stadium,2011,atsuyuki jayaprakash
705,elfriede zin,macgregor,1984,bucharest,goalkeeper,p.a.o.k fc,brasilia,king power stadium,2012,kazuhiko claybrook
706,chitresh harlan,babb,1991,copenhagen,defender,fc nordsjelland,moscow,estadio da luz,2011,cees gunal
707,frieda ortrun,quitte,1976,melbourne,forward,acf fiorentina,hamburg,king power stadium,2013,amandio klosowski
708,hongbing kevin,nozaka,1977,berlin,defender,s.c. braga,gelsenkirchen,sporting park,2013,shyamala gibbs
709,catuscia ivo,miles,1984,guaymas,defender,the new saints f.c.,arlington,parc des princes,2012,mayan tautenhahn
710,ezio roslyn,grems,1987,toronto,midfield,juventus,salvador,bmo field,2010,masum kasprzak
711,annabelle katsunori,rouchaleau,1994,wilmington,defender,valencia cf,london,santiago bernabeu stadium,2011,vagan smallwood
712,dongwook valentyn,schupeta,1975,fayetteville-*,defender,fc kaiserslautern,munich,stadio olimpico,2012,atsufumi comparetto
713,surjatini joohack,spehner,1978,new,midfield,borussia monchengladbach,cardiff,st james  park,2012,jeremy cantu
