tid,attribute,correct_val
965,surname,felciano
965,birthyear,1976
965,birthplace,milan
965,position,midfield
965,team,borussia monchengladbach
965,city,cardiff
965,stadium,st james  park
965,season,2012
965,manager,jeremy cantu
966,name,andres yahya
966,surname,wolin
966,birthyear,1980
966,birthplace,istanbul
966,position,goalkeeper
966,team,boavista f.c.
966,city,naples
966,stadium,veltins-arena
966,season,2014
966,manager,piera faustini
967,name,gesine tilmann
967,surname,cagman
967,birthyear,1996
967,birthplace,corpus
967,position,midfield
967,team,wolverhampton wanderers football club
967,city,glasgow
967,stadium,emirates stadium
967,season,2013
967,manager,sigenobu bodagala
968,name,sangjin martin
968,surname,sezan
968,birthyear,1985
968,birthplace,lisbon
968,position,midfield
968,team,new york red bulls
968,city,solna
968,stadium,allianz arena olympic stadium munich
968,season,2011
968,manager,atsuyuki jayaprakash
969,name,huu shian
969,surname,abraham
969,birthyear,1988
969,birthplace,albuquerque
969,position,midfield
969,team,boavista f.c.
969,city,naples
969,stadium,veltins-arena
969,season,2014
969,manager,piera faustini
970,name,hideaki sava
970,surname,burtschick
970,birthyear,1988
970,birthplace,guatemala
970,position,defender
970,team,the new saints f.c.
970,city,arlington
970,stadium,parc des princes
970,season,2014
970,manager,robbert flach
971,name,hiroyuke hagbal
971,surname,ro;dl
971,birthyear,1992
971,birthplace,montgomery
971,position,goalkeeper
971,team,royal antwerp f.c.
971,city,salvador
971,stadium,bmo field
971,season,2011
971,manager,rashi papadourakis
972,name,sangjin martin
972,surname,sezan
972,birthyear,1985
972,birthplace,lisbon
972,position,defender
972,team,fc spartak moscow
972,city,rio de janeiro
972,stadium,stadio olimpico
972,season,2012
972,manager,olavi gurd
973,name,elie mart
973,surname,otillio
973,birthyear,1982
973,birthplace,zihuatenejo
973,position,defender
973,team,fc bayern munich
973,city,seattle
973,stadium,san siro stadium
973,season,2015
973,manager,atsufumi comparetto
974,name,mehryar judi
974,surname,favre
974,birthyear,1995
974,birthplace,amarillo
974,position,midfield
974,team,west ham united f.c.
974,city,solna
974,stadium,balaidos
974,season,2011
974,manager,jiangling micheaux
975,name,christopher stamos
975,surname,munster
975,birthyear,1993
975,birthplace,berlin
975,position,defender
975,team,boavista f.c.
975,city,naples
975,stadium,veltins-arena
975,season,2013
975,manager,srikanth chimia
976,name,oryal tohru
976,surname,mikelsons
976,birthyear,1997
976,birthplace,zihuatenejo
976,position,forward
976,team,boavista f.c.
976,city,naples
976,stadium,veltins-arena
976,season,2015
976,manager,duckyoung padhye
977,name,kamal carolyn
977,surname,kontos
977,birthyear,1981
977,birthplace,green
977,position,defender
977,team,p.a.o.k fc
977,city,tokyo
977,stadium,bmo field
977,season,2012
977,manager,xiaomin saoudi
978,name,vijay ravindranath
978,surname,codenie
978,birthyear,1985
978,birthplace,montreal
978,position,midfield
978,team,wolverhampton wanderers football club
978,city,dortmund
978,stadium,stadio san paolo
978,season,2013
978,manager,sigenobu bodagala
979,name,vishwani konrad
979,surname,dingle
979,birthyear,1983
979,birthplace,casper
979,position,defender
979,team,tianjin teda f.c.
979,city,cardiff
979,stadium,estadio da luz
979,season,2014
979,manager,ahsan kliger
980,name,daisy ryotaro
980,surname,felciano
980,birthyear,1976
980,birthplace,milan
980,position,midfield
980,team,boavista f.c.
980,city,naples
980,stadium,veltins-arena
980,season,2015
980,manager,duckyoung padhye
981,name,peteris yusuf
981,surname,maxson
981,birthyear,1989
981,birthplace,tokyo
981,position,midfield
981,team,borussia monchengladbach
981,city,hamburg
981,stadium,estadio da luz
981,season,2012
981,manager,jeremy cantu
982,name,slawomir wanli
982,surname,bertsekas
982,birthyear,1996
982,birthplace,valdosta
982,position,forward
982,team,a.c. perugia calcio
982,city,solna
982,stadium,donbass arena
982,season,2014
982,manager,nabih rios
983,name,surnjani catharine
983,surname,marciano
983,birthyear,1980
983,birthplace,puebla
983,position,forward
983,team,seattle sounders
983,city,dortmund
983,stadium,stadio san paolo
983,season,2011
983,manager,aiqun levergood
984,name,chase jed
984,surname,pascual
984,birthyear,1984
984,birthplace,caracas
984,position,midfield
984,team,wolverhampton wanderers football club
984,city,dortmund
984,stadium,stadio san paolo
984,season,2013
984,manager,sigenobu bodagala
985,name,athushi belli
985,surname,gull
985,birthyear,1977
985,birthplace,key
985,position,defender
985,team,a.c. perugia calcio
985,city,solna
985,stadium,donbass arena
985,season,2014
985,manager,nabih rios
986,name,hichum ashok
986,surname,leifker
986,birthyear,1984
986,birthplace,monroe
986,position,goalkeeper
986,team,vfl wolfsburg
986,city,berlin
986,stadium,westfalenstadion
986,season,2011
986,manager,atsufumi comparetto
987,name,asis sinisa
987,surname,hennebert
987,birthyear,1986
987,birthplace,elko
987,position,midfield
987,team,juventus
987,city,salvador
987,stadium,bmo field
987,season,2010
987,manager,masum kasprzak
988,name,hichum ashok
988,surname,leifker
988,birthyear,1984
988,birthplace,monroe
988,position,defender
988,team,forest green rovers f.c.
988,city,solna
988,stadium,allianz arena olympic stadium munich
988,season,2014
988,manager,bon kruiskamp
989,name,gururaj emilio
989,surname,mallorqui
989,birthyear,1980
989,birthplace,santiago
989,position,forward
989,team,valencia cf
989,city,montevideo
989,stadium,constant vanden stock stadium
989,season,2011
989,manager,veit luks
990,name,farzan jakob
990,surname,onaga
990,birthyear,1988
990,birthplace,huntington
990,position,midfield
990,team,juventus
990,city,salvador
990,stadium,bmo field
990,season,2015
990,manager,sigenobu bodagala
991,name,elham roy
991,surname,kupper
991,birthyear,1997
991,birthplace,toledo
991,position,midfield
991,team,fc bayern munich
991,city,seattle
991,stadium,san siro stadium
991,season,2015
991,manager,atsufumi comparetto
992,name,masum zhenbing
992,surname,kwasny
992,birthyear,1982
992,birthplace,charleston
992,position,midfield
992,team,west ham united f.c.
992,city,solna
992,stadium,balaidos
992,season,2011
992,manager,jiangling micheaux
993,name,hichum ashok
993,surname,leifker
993,birthyear,1984
993,birthplace,monroe
993,position,defender
993,team,forest green rovers f.c.
993,city,solna
993,stadium,allianz arena olympic stadium munich
993,season,2014
993,manager,bon kruiskamp
994,name,brad zhaofang
994,surname,dighe
994,birthyear,1977
994,birthplace,frankfurt
994,position,defender
994,team,a.c. perugia calcio
994,city,solna
994,stadium,donbass arena
994,season,2013
994,manager,atsufumi comparetto
995,name,guardian yongjoon
995,surname,pierro
995,birthyear,1994
995,birthplace,chattanooga
995,position,defender
995,team,juventus
995,city,salvador
995,stadium,bmo field
995,season,2015
995,manager,sigenobu bodagala
996,name,siranush maris
996,surname,kameda
996,birthyear,1982
996,birthplace,gainesville
996,position,midfield
996,team,fc anzhi makhachkala
996,city,hamburg
996,stadium,king power stadium
996,season,2013
996,manager,robert lally
997,name,laird capers
997,surname,aigrain
997,birthyear,1990
997,birthplace,vail
997,position,defender
997,team,fc anzhi makhachkala
997,city,tokyo
997,stadium,bmo field
997,season,2013
997,manager,robert lally
998,name,ayal waeil
998,surname,haining
998,birthyear,1981
998,birthplace,wichita
998,position,defender
998,team,lille osc
998,city,munich
998,stadium,allianz arena olympic stadium munich
998,season,2010
998,manager,robert lally
999,name,nasreddine dongseung
999,surname,zallocco
999,birthyear,1995
999,birthplace,leon
999,position,midfield
999,team,valencia cf
999,city,stuttgart
999,stadium,camp nou
999,season,2011
999,manager,veit luks
1000,name,adhemar yanni
1000,surname,sittig
1000,birthyear,1991
1000,birthplace,chicago
1000,position,defender
1000,team,s.c. braga
1000,city,gelsenkirchen
1000,stadium,sporting park
1000,season,2011
1000,manager,anupam oxenboll
1001,name,pierangela sudha
1001,surname,tulley
1001,birthyear,1986
1001,birthplace,greensboro
1001,position,goalkeeper
1001,team,wolverhampton wanderers football club
1001,city,glasgow
1001,stadium,emirates stadium
1001,season,2012
1001,manager,zhouhui rubio
1002,name,elie mart
1002,surname,otillio
1002,birthyear,1982
1002,birthplace,zihuatenejo
1002,position,defender
1002,team,fc bayern munich
1002,city,seattle
1002,stadium,san siro stadium
1002,season,2015
1002,manager,atsufumi comparetto
1003,name,cherri toshiaki
1003,surname,musselman
1003,birthyear,1984
1003,birthplace,valdosta
1003,position,midfield
1003,team,fc spartak moscow
1003,city,istanbul
1003,stadium,jan breydel stadium
1003,season,2011
1003,manager,yki villano
1004,name,ryoichi ilan
1004,surname,togni
1004,birthyear,1992
1004,birthplace,vienna
1004,position,forward
1004,team,fk partizan
1004,city,orlando
1004,stadium,white hart lane
1004,season,2013
1004,manager,ryouji dare
1005,name,zizette polina
1005,surname,herger
1005,birthyear,1980
1005,birthplace,el
1005,position,goalkeeper
1005,team,seattle sounders
1005,city,dortmund
1005,stadium,stadio san paolo
1005,season,2011
1005,manager,aiqun levergood
1006,name,nasreddine ratko
1006,surname,lesperance
1006,birthyear,1995
1006,birthplace,buffalo
1006,position,goalkeeper
1006,team,new york red bulls
1006,city,brasilia
1006,stadium,san siro stadium
1006,season,2011
1006,manager,atsuyuki jayaprakash
1007,name,mazin emeka
1007,surname,milicia
1007,birthyear,1989
1007,birthplace,new
1007,position,midfield
1007,team,west ham united f.c.
1007,city,solna
1007,stadium,balaidos
1007,season,2011
1007,manager,jiangling micheaux
1008,name,shunge wop
1008,surname,latch
1008,birthyear,1982
1008,birthplace,guatemala
1008,position,midfield
1008,team,valencia cf
1008,city,montevideo
1008,stadium,constant vanden stock stadium
1008,season,2011
1008,manager,vagan smallwood
1009,name,judy brant
1009,surname,prenel
1009,birthyear,1978
1009,birthplace,worcester
1009,position,midfield
1009,team,juventus
1009,city,salvador
1009,stadium,bmo field
1009,season,2015
1009,manager,sigenobu bodagala
1010,name,masahisa prabhav
1010,surname,blaschek
1010,birthyear,1980
1010,birthplace,indianapolis
1010,position,midfield
1010,team,fc nordsjelland
1010,city,moscow
1010,stadium,estadio da luz
1010,season,2011
1010,manager,cees gunal
1011,name,asis sinisa
1011,surname,hennebert
1011,birthyear,1986
1011,birthplace,elko
1011,position,midfield
1011,team,juventus
1011,city,salvador
1011,stadium,bmo field
1011,season,2010
1011,manager,masum kasprzak
1012,name,munir sajal
1012,surname,bottreau
1012,birthyear,1982
1012,birthplace,charleston
1012,position,defender
1012,team,valencia cf
1012,city,montevideo
1012,stadium,constant vanden stock stadium
1012,season,2011
1012,manager,veit luks
1013,name,gang vivekananda
1013,surname,hofstetter
1013,birthyear,1983
1013,birthplace,mobile
1013,position,midfield
1013,team,acf fiorentina
1013,city,hamburg
1013,stadium,king power stadium
1013,season,2014
1013,manager,aiqun levergood
1014,name,tatuo bongki
1014,surname,scofield
1014,birthyear,1992
1014,birthplace,birmingham
1014,position,forward
1014,team,s.c. braga
1014,city,gelsenkirchen
1014,stadium,sporting park
1014,season,2013
1014,manager,shyamala gibbs
1015,name,judy brant
1015,surname,prenel
1015,birthyear,1978
1015,birthplace,worcester
1015,position,goalkeeper
1015,team,fc spartak moscow
1015,city,istanbul
1015,stadium,jan breydel stadium
1015,season,2011
1015,manager,yki villano
1016,name,graham kukhamay
1016,surname,mccain
1016,birthyear,1989
1016,birthplace,barcelona
1016,position,midfield
1016,team,a.c. perugia calcio
1016,city,solna
1016,stadium,donbass arena
1016,season,2013
1016,manager,masum kasprzak
1017,name,gesine tilmann
1017,surname,cagman
1017,birthyear,1996
1017,birthplace,corpus
1017,position,defender
1017,team,toronto fc
1017,city,stuttgart
1017,stadium,camp nou
1017,season,2014
1017,manager,kazuhiko claybrook
1018,name,hing seichi
1018,surname,kehrer
1018,birthyear,1990
1018,birthplace,conakry
1018,position,defender
1018,team,fc spartak moscow
1018,city,istanbul
1018,stadium,jan breydel stadium
1018,season,2012
1018,manager,olavi gurd
1019,name,attila adelheit
1019,surname,ebbinghaus
1019,birthyear,1983
1019,birthplace,manchester
1019,position,forward
1019,team,the new saints f.c.
1019,city,london
1019,stadium,santiago bernabeu stadium
1019,season,2012
1019,manager,mayan tautenhahn
1020,name,sangjin martin
1020,surname,sezan
1020,birthyear,1985
1020,birthplace,lisbon
1020,position,defender
1020,team,clube de regatas do flamengo
1020,city,rio de janeiro
1020,stadium,stadio olimpico
1020,season,2013
1020,manager,jeremy cantu
1021,name,guardian yongjoon
1021,surname,pierro
1021,birthyear,1994
1021,birthplace,chattanooga
1021,position,midfield
1021,team,aik solna
1021,city,mexico city
1021,stadium,vicente calderon stadium
1021,season,2010
1021,manager,shigetomo abbas
1022,name,yatsutaka oivind
1022,surname,lebib
1022,birthyear,1998
1022,birthplace,prague
1022,position,defender
1022,team,aalborg boldspilklub
1022,city,london
1022,stadium,anfield
1022,season,2014
1022,manager,rosangela ketz
1023,name,gesine tilmann
1023,surname,cagman
1023,birthyear,1996
1023,birthplace,corpus
1023,position,defender
1023,team,vfl wolfsburg
1023,city,berlin
1023,stadium,westfalenstadion
1023,season,2011
1023,manager,atsufumi comparetto
1024,name,guisseppi abdelmadjid
1024,surname,newstead
1024,birthyear,1994
1024,birthplace,istanbul
1024,position,midfield
1024,team,boavista f.c.
1024,city,naples
1024,stadium,veltins-arena
1024,season,2015
1024,manager,duckyoung padhye
1025,name,zoubida roch
1025,surname,capps
1025,birthyear,1989
1025,birthplace,toulouse
1025,position,goalkeeper
1025,team,delfino pescara 1936
1025,city,orlando
1025,stadium,king power stadium
1025,season,2012
1025,manager,robbert flach
1026,name,kazumiti pin
1026,surname,ziavras
1026,birthyear,1980
1026,birthplace,orange
1026,position,defender
1026,team,new york red bulls
1026,city,brasilia
1026,stadium,san siro stadium
1026,season,2011
1026,manager,atsuyuki jayaprakash
1027,name,joxan barb
1027,surname,eisenstadt
1027,birthyear,1977
1027,birthplace,conakry
1027,position,forward
1027,team,grasshopper club zurich
1027,city,moscow
1027,stadium,gerhard hanappi stadium
1027,season,2015
1027,manager,olavi gurd
1028,name,fortune orestes
1028,surname,waack
1028,birthyear,1989
1028,birthplace,cape
1028,position,forward
1028,team,juventus
1028,city,salvador
1028,stadium,bmo field
1028,season,2010
1028,manager,masum kasprzak
1029,name,izak monte
1029,surname,mattison
1029,birthyear,1992
1029,birthplace,budapest
1029,position,midfield
1029,team,fc kaiserslautern
1029,city,munich
1029,stadium,stadio olimpico
1029,season,2012
1029,manager,atsufumi comparetto
1030,name,brad zhaofang
1030,surname,dighe
1030,birthyear,1977
1030,birthplace,frankfurt
1030,position,defender
1030,team,p.a.o.k fc
1030,city,tokyo
1030,stadium,bmo field
1030,season,2012
1030,manager,xiaomin saoudi
1031,name,athushi belli
1031,surname,gull
1031,birthyear,1977
1031,birthplace,key
1031,position,defender
1031,team,a.c. perugia calcio
1031,city,solna
1031,stadium,donbass arena
1031,season,2014
1031,manager,nabih rios
1032,name,gernod sowmitri
1032,surname,harloff
1032,birthyear,1991
1032,birthplace,monterrey
1032,position,defender
1032,team,p.a.o.k fc
1032,city,brasilia
1032,stadium,king power stadium
1032,season,2012
1032,manager,xiaomin saoudi
1033,name,yadran mechthild
1033,surname,rayne
1033,birthyear,1983
1033,birthplace,south
1033,position,defender
1033,team,new york red bulls
1033,city,solna
1033,stadium,allianz arena olympic stadium munich
1033,season,2011
1033,manager,atsuyuki jayaprakash
1034,name,clay pawel
1034,surname,kadar
1034,birthyear,1991
1034,birthplace,sarasota
1034,position,defender
1034,team,new york red bulls
1034,city,brasilia
1034,stadium,san siro stadium
1034,season,2011
1034,manager,atsuyuki jayaprakash
1035,name,sylvie nathalie
1035,surname,yang
1035,birthyear,1983
1035,birthplace,long
1035,position,goalkeeper
1035,team,west ham united f.c.
1035,city,solna
1035,stadium,balaidos
1035,season,2011
1035,manager,jiangling micheaux
1036,name,shunge wop
1036,surname,latch
1036,birthyear,1982
1036,birthplace,guatemala
1036,position,forward
1036,team,acf fiorentina
1036,city,hamburg
1036,stadium,king power stadium
1036,season,2014
1036,manager,aiqun levergood
1037,name,petko maogang
1037,surname,usha
1037,birthyear,1986
1037,birthplace,nice
1037,position,defender
1037,team,p.a.o.k fc
1037,city,brasilia
1037,stadium,king power stadium
1037,season,2012
1037,manager,sreenivas wohr
1038,name,yili junjie
1038,surname,walrath
1038,birthyear,1988
1038,birthplace,beaumont
1038,position,goalkeeper
1038,team,wolverhampton wanderers football club
1038,city,glasgow
1038,stadium,emirates stadium
1038,season,2012
1038,manager,zhouhui rubio
1039,name,brad zhaofang
1039,surname,dighe
1039,birthyear,1977
1039,birthplace,frankfurt
1039,position,defender
1039,team,p.a.o.k fc
1039,city,tokyo
1039,stadium,bmo field
1039,season,2012
1039,manager,xiaomin saoudi
1040,name,jacob efthimis
1040,surname,guoxing
1040,birthyear,1986
1040,birthplace,appleton
1040,position,forward
1040,team,a.c. perugia calcio
1040,city,solna
1040,stadium,donbass arena
1040,season,2014
1040,manager,nabih rios
1041,name,dallan yoshioki
1041,surname,nuzman
1041,birthyear,1990
1041,birthplace,casper
1041,position,midfield
1041,team,fc anzhi makhachkala
1041,city,hamburg
1041,stadium,king power stadium
1041,season,2013
1041,manager,robert lally
1042,name,yasusi seongyeol
1042,surname,clemm
1042,birthyear,1997
1042,birthplace,des
1042,position,defender
1042,team,fk partizan
1042,city,orlando
1042,stadium,white hart lane
1042,season,2012
1042,manager,ravindra grnarov
1043,name,yasusi seongyeol
1043,surname,clemm
1043,birthyear,1997
1043,birthplace,des
1043,position,midfield
1043,team,grasshopper club zurich
1043,city,moscow
1043,stadium,gerhard hanappi stadium
1043,season,2015
1043,manager,olavi gurd
1044,name,takenobu leighton
1044,surname,derby
1044,birthyear,1989
1044,birthplace,savannah
1044,position,forward
1044,team,valencia cf
1044,city,munich
1044,stadium,stadio olimpico
1044,season,2011
1044,manager,vagan smallwood
1045,name,martii mischa
1045,surname,matyska
1045,birthyear,1978
1045,birthplace,pasco
1045,position,midfield
1045,team,s.c. braga
1045,city,gelsenkirchen
1045,stadium,sporting park
1045,season,2014
1045,manager,bernando jesus
1046,name,lundy bharathi
1046,surname,remp
1046,birthyear,1979
1046,birthplace,elko
1046,position,forward
1046,team,s.c. braga
1046,city,gelsenkirchen
1046,stadium,sporting park
1046,season,2011
1046,manager,anupam oxenboll
1047,name,zizette polina
1047,surname,herger
1047,birthyear,1980
1047,birthplace,el
1047,position,midfield
1047,team,acf fiorentina
1047,city,hamburg
1047,stadium,king power stadium
1047,season,2014
1047,manager,aiqun levergood
1048,name,catherina loan
1048,surname,kolvik
1048,birthyear,1980
1048,birthplace,killeen
1048,position,defender
1048,team,forest green rovers f.c.
1048,city,solna
1048,stadium,allianz arena olympic stadium munich
1048,season,2012
1048,manager,srikanth chimia
1049,name,otthein naftaly
1049,surname,hogan
1049,birthyear,1976
1049,birthplace,salvador
1049,position,midfield
1049,team,fc dinamo bucuresti
1049,city,hamburg
1049,stadium,amsterdam arena
1049,season,2013
1049,manager,mattan edelhoff
1050,name,toshiro ryouichi
1050,surname,nekvinda
1050,birthyear,1976
1050,birthplace,great
1050,position,midfield
1050,team,fc midtjylland
1050,city,houston
1050,stadium,stade louis ii
1050,season,2011
1050,manager,mattan edelhoff
1051,name,kamal carolyn
1051,surname,kontos
1051,birthyear,1981
1051,birthplace,green
1051,position,defender
1051,team,p.a.o.k fc
1051,city,tokyo
1051,stadium,bmo field
1051,season,2012
1051,manager,xiaomin saoudi
1052,name,ludomir franziska
1052,surname,hinnebusch
1052,birthyear,1989
1052,birthplace,white
1052,position,defender
1052,team,royal antwerp f.c.
1052,city,london
1052,stadium,santiago bernabeu stadium
1052,season,2011
1052,manager,rashi papadourakis
1053,name,jialin sartaj
1053,surname,vinay
1053,birthyear,1995
1053,birthplace,santiago
1053,position,midfield
1053,team,toronto fc
1053,city,stuttgart
1053,stadium,camp nou
1053,season,2014
1053,manager,kazuhiko claybrook
1054,name,jianlin guanghui
1054,surname,rudstrom
1054,birthyear,1979
1054,birthplace,des
1054,position,defender
1054,team,valencia cf
1054,city,stuttgart
1054,stadium,camp nou
1054,season,2011
1054,manager,veit luks
1055,name,hideaki sava
1055,surname,burtschick
1055,birthyear,1988
1055,birthplace,guatemala
1055,position,midfield
1055,team,new york red bulls
1055,city,brasilia
1055,stadium,san siro stadium
1055,season,2011
1055,manager,atsuyuki jayaprakash
1056,name,guilang prasant
1056,surname,clasen
1056,birthyear,1982
1056,birthplace,fairbanks
1056,position,forward
1056,team,new york red bulls
1056,city,brasilia
1056,stadium,san siro stadium
1056,season,2011
1056,manager,atsuyuki jayaprakash
1057,name,surapol yechezkel
1057,surname,noltemeier
1057,birthyear,1984
1057,birthplace,reno
1057,position,midfield
1057,team,west ham united f.c.
1057,city,solna
1057,stadium,balaidos
1057,season,2013
1057,manager,aiqun levergood
1058,name,bhuwan percy
1058,surname,bouabdallah
1058,birthyear,1984
1058,birthplace,guangzhou
1058,position,forward
1058,team,vfl wolfsburg
1058,city,solna
1058,stadium,allianz arena olympic stadium munich
1058,season,2011
1058,manager,atsufumi comparetto
1059,name,osmar norton
1059,surname,gove
1059,birthyear,1975
1059,birthplace,paris
1059,position,defender
1059,team,clube de regatas do flamengo
1059,city,rio de janeiro
1059,stadium,stadio olimpico
1059,season,2011
1059,manager,xiaolei ronchette
1060,name,maggie zhiqiang
1060,surname,dabipi
1060,birthyear,1980
1060,birthplace,la
1060,position,defender
1060,team,p.a.o.k fc
1060,city,munich
1060,stadium,allianz arena olympic stadium munich
1060,season,2012
1060,manager,sreenivas wohr
1061,name,hucang xiaoyong
1061,surname,bernabeu
1061,birthyear,1996
1061,birthplace,boise
1061,position,goalkeeper
1061,team,west ham united f.c.
1061,city,solna
1061,stadium,balaidos
1061,season,2013
1061,manager,aiqun levergood
1062,name,murat luc
1062,surname,kusakabe
1062,birthyear,1993
1062,birthplace,cody
1062,position,forward
1062,team,fc anzhi makhachkala
1062,city,tokyo
1062,stadium,bmo field
1062,season,2013
1062,manager,robert lally
1063,name,luitpold avra
1063,surname,guyton
1063,birthyear,1981
1063,birthplace,des
1063,position,midfield
1063,team,forest green rovers f.c.
1063,city,solna
1063,stadium,allianz arena olympic stadium munich
1063,season,2012
1063,manager,srikanth chimia
1064,name,nicol kathrin
1064,surname,badache
1064,birthyear,1994
1064,birthplace,key
1064,position,forward
1064,team,lille osc
1064,city,munich
1064,stadium,allianz arena olympic stadium munich
1064,season,2010
1064,manager,robert lally
1065,name,dallas chongkye
1065,surname,timkovsky
1065,birthyear,1988
1065,birthplace,panama
1065,position,forward
1065,team,wolverhampton wanderers football club
1065,city,glasgow
1065,stadium,emirates stadium
1065,season,2012
1065,manager,zhouhui rubio
1066,name,alison pierdaniele
1066,surname,knauff
1066,birthyear,1992
1066,birthplace,mobile
1066,position,defender
1066,team,fc spartak moscow
1066,city,istanbul
1066,stadium,jan breydel stadium
1066,season,2011
1066,manager,yki villano
1067,name,gennadi ciprian
1067,surname,kubicar
1067,birthyear,1995
1067,birthplace,madrid
1067,position,forward
1067,team,p.a.o.k fc
1067,city,brasilia
1067,stadium,king power stadium
1067,season,2012
1067,manager,kazuhiko claybrook
1068,name,basem noemie
1068,surname,ashish
1068,birthyear,1997
1068,birthplace,windhoek
1068,position,midfield
1068,team,acf fiorentina
1068,city,hamburg
1068,stadium,estadio da luz
1068,season,2012
1068,manager,atsuyuki jayaprakash
1069,name,ryoichi ilan
1069,surname,togni
1069,birthyear,1992
1069,birthplace,vienna
1069,position,midfield
1069,team,fc spartak moscow
1069,city,rio de janeiro
1069,stadium,stadio olimpico
1069,season,2012
1069,manager,olavi gurd
1070,name,sylvie nathalie
1070,surname,yang
1070,birthyear,1983
1070,birthplace,long
1070,position,goalkeeper
1070,team,west ham united f.c.
1070,city,solna
1070,stadium,balaidos
1070,season,2011
1070,manager,jiangling micheaux
1071,name,chitresh harlan
1071,surname,babb
1071,birthyear,1991
1071,birthplace,copenhagen
1071,position,defender
1071,team,valencia cf
1071,city,munich
1071,stadium,stadio olimpico
1071,season,2011
1071,manager,veit luks
1072,name,gina kenta
1072,surname,besancenot
1072,birthyear,1976
1072,birthplace,mobile
1072,position,forward
1072,team,lille osc
1072,city,munich
1072,stadium,allianz arena olympic stadium munich
1072,season,2010
1072,manager,robert lally
1073,name,dallas chongkye
1073,surname,timkovsky
1073,birthyear,1988
1073,birthplace,panama
1073,position,defender
1073,team,fk partizan
1073,city,orlando
1073,stadium,white hart lane
1073,season,2013
1073,manager,ryouji dare
1074,name,boijdar michal
1074,surname,yntema
1074,birthyear,1982
1074,birthplace,beaumont
1074,position,midfield
1074,team,clube de regatas do flamengo
1074,city,rio de janeiro
1074,stadium,stadio olimpico
1074,season,2013
1074,manager,jeremy cantu
1075,name,guilang prasant
1075,surname,clasen
1075,birthyear,1982
1075,birthplace,fairbanks
1075,position,forward
1075,team,new york red bulls
1075,city,brasilia
1075,stadium,san siro stadium
1075,season,2011
1075,manager,atsuyuki jayaprakash
1076,name,giuliano nobuhiko
1076,surname,roeseler
1076,birthyear,1994
1076,birthplace,st
1076,position,forward
1076,team,p.a.o.k fc
1076,city,brasilia
1076,stadium,king power stadium
1076,season,2012
1076,manager,kazuhiko claybrook
1077,name,vassilios rildo
1077,surname,cippico
1077,birthyear,1997
1077,birthplace,green
1077,position,forward
1077,team,a.c. perugia calcio
1077,city,solna
1077,stadium,donbass arena
1077,season,2013
1077,manager,atsufumi comparetto
1078,name,ayal waeil
1078,surname,haining
1078,birthyear,1981
1078,birthplace,wichita
1078,position,goalkeeper
1078,team,acf fiorentina
1078,city,hamburg
1078,stadium,king power stadium
1078,season,2014
1078,manager,aiqun levergood
1079,name,jinsei ranjeev
1079,surname,blix
1079,birthyear,1983
1079,birthplace,cozumel
1079,position,midfield
1079,team,wolverhampton wanderers football club
1079,city,dortmund
1079,stadium,stadio san paolo
1079,season,2013
1079,manager,sigenobu bodagala
1080,name,curd jussi
1080,surname,shindo
1080,birthyear,1998
1080,birthplace,seattle
1080,position,forward
1080,team,s.c. braga
1080,city,gelsenkirchen
1080,stadium,sporting park
1080,season,2011
1080,manager,anupam oxenboll
1081,name,masum zhenbing
1081,surname,kwasny
1081,birthyear,1982
1081,birthplace,charleston
1081,position,forward
1081,team,wolverhampton wanderers football club
1081,city,dortmund
1081,stadium,stadio san paolo
1081,season,2013
1081,manager,sigenobu bodagala
1082,name,yili junjie
1082,surname,walrath
1082,birthyear,1988
1082,birthplace,beaumont
1082,position,midfield
1082,team,the new saints f.c.
1082,city,arlington
1082,stadium,parc des princes
1082,season,2014
1082,manager,robbert flach
1083,name,nedo sudarshan
1083,surname,waldherr
1083,birthyear,1985
1083,birthplace,sarasota
1083,position,defender
1083,team,a.c. perugia calcio
1083,city,solna
1083,stadium,donbass arena
1083,season,2014
1083,manager,nabih rios
1084,name,fortune orestes
1084,surname,waack
1084,birthyear,1989
1084,birthplace,cape
1084,position,forward
1084,team,juventus
1084,city,salvador
1084,stadium,bmo field
1084,season,2010
1084,manager,masum kasprzak
1085,name,zhili vinay
1085,surname,molzberger
1085,birthyear,1981
1085,birthplace,florence
1085,position,goalkeeper
1085,team,boavista f.c.
1085,city,naples
1085,stadium,veltins-arena
1085,season,2013
1085,manager,srikanth chimia
1086,name,omer ponnarasu
1086,surname,savaria
1086,birthyear,1976
1086,birthplace,vancouver
1086,position,midfield
1086,team,fc dinamo bucuresti
1086,city,hamburg
1086,stadium,amsterdam arena
1086,season,2013
1086,manager,mattan edelhoff
1087,name,gina kenta
1087,surname,besancenot
1087,birthyear,1976
1087,birthplace,mobile
1087,position,defender
1087,team,clube de regatas do flamengo
1087,city,rio de janeiro
1087,stadium,stadio olimpico
1087,season,2013
1087,manager,jeremy cantu
1088,name,laird capers
1088,surname,aigrain
1088,birthyear,1990
1088,birthplace,vail
1088,position,defender
1088,team,fc anzhi makhachkala
1088,city,tokyo
1088,stadium,bmo field
1088,season,2013
1088,manager,robert lally
1089,name,ernest chiemi
1089,surname,broch
1089,birthyear,1989
1089,birthplace,birmingham
1089,position,defender
1089,team,west ham united f.c.
1089,city,solna
1089,stadium,balaidos
1089,season,2013
1089,manager,aiqun levergood
